,source,target
14000,D:\PROJECTS\Python_projects\PythonMain\data_task\14000,D:\PROJECTS\Python_projects\PythonMain\data_solved\14000
14001,D:\PROJECTS\Python_projects\PythonMain\data_task\14001,D:\PROJECTS\Python_projects\PythonMain\data_solved\14001
14002,D:\PROJECTS\Python_projects\PythonMain\data_task\14002,D:\PROJECTS\Python_projects\PythonMain\data_solved\14002
14003,D:\PROJECTS\Python_projects\PythonMain\data_task\14003,D:\PROJECTS\Python_projects\PythonMain\data_solved\14003
14004,D:\PROJECTS\Python_projects\PythonMain\data_task\14004,D:\PROJECTS\Python_projects\PythonMain\data_solved\14004
14005,D:\PROJECTS\Python_projects\PythonMain\data_task\14005,D:\PROJECTS\Python_projects\PythonMain\data_solved\14005
14006,D:\PROJECTS\Python_projects\PythonMain\data_task\14006,D:\PROJECTS\Python_projects\PythonMain\data_solved\14006
14007,D:\PROJECTS\Python_projects\PythonMain\data_task\14007,D:\PROJECTS\Python_projects\PythonMain\data_solved\14007
14008,D:\PROJECTS\Python_projects\PythonMain\data_task\14008,D:\PROJECTS\Python_projects\PythonMain\data_solved\14008
14009,D:\PROJECTS\Python_projects\PythonMain\data_task\14009,D:\PROJECTS\Python_projects\PythonMain\data_solved\14009
14010,D:\PROJECTS\Python_projects\PythonMain\data_task\14010,D:\PROJECTS\Python_projects\PythonMain\data_solved\14010
14011,D:\PROJECTS\Python_projects\PythonMain\data_task\14011,D:\PROJECTS\Python_projects\PythonMain\data_solved\14011
14012,D:\PROJECTS\Python_projects\PythonMain\data_task\14012,D:\PROJECTS\Python_projects\PythonMain\data_solved\14012
14013,D:\PROJECTS\Python_projects\PythonMain\data_task\14013,D:\PROJECTS\Python_projects\PythonMain\data_solved\14013
14014,D:\PROJECTS\Python_projects\PythonMain\data_task\14014,D:\PROJECTS\Python_projects\PythonMain\data_solved\14014
14015,D:\PROJECTS\Python_projects\PythonMain\data_task\14015,D:\PROJECTS\Python_projects\PythonMain\data_solved\14015
14016,D:\PROJECTS\Python_projects\PythonMain\data_task\14016,D:\PROJECTS\Python_projects\PythonMain\data_solved\14016
14017,D:\PROJECTS\Python_projects\PythonMain\data_task\14017,D:\PROJECTS\Python_projects\PythonMain\data_solved\14017
14018,D:\PROJECTS\Python_projects\PythonMain\data_task\14018,D:\PROJECTS\Python_projects\PythonMain\data_solved\14018
14019,D:\PROJECTS\Python_projects\PythonMain\data_task\14019,D:\PROJECTS\Python_projects\PythonMain\data_solved\14019
14020,D:\PROJECTS\Python_projects\PythonMain\data_task\14020,D:\PROJECTS\Python_projects\PythonMain\data_solved\14020
14021,D:\PROJECTS\Python_projects\PythonMain\data_task\14021,D:\PROJECTS\Python_projects\PythonMain\data_solved\14021
14022,D:\PROJECTS\Python_projects\PythonMain\data_task\14022,D:\PROJECTS\Python_projects\PythonMain\data_solved\14022
14023,D:\PROJECTS\Python_projects\PythonMain\data_task\14023,D:\PROJECTS\Python_projects\PythonMain\data_solved\14023
14024,D:\PROJECTS\Python_projects\PythonMain\data_task\14024,D:\PROJECTS\Python_projects\PythonMain\data_solved\14024
14025,D:\PROJECTS\Python_projects\PythonMain\data_task\14025,D:\PROJECTS\Python_projects\PythonMain\data_solved\14025
14026,D:\PROJECTS\Python_projects\PythonMain\data_task\14026,D:\PROJECTS\Python_projects\PythonMain\data_solved\14026
14027,D:\PROJECTS\Python_projects\PythonMain\data_task\14027,D:\PROJECTS\Python_projects\PythonMain\data_solved\14027
14028,D:\PROJECTS\Python_projects\PythonMain\data_task\14028,D:\PROJECTS\Python_projects\PythonMain\data_solved\14028
14029,D:\PROJECTS\Python_projects\PythonMain\data_task\14029,D:\PROJECTS\Python_projects\PythonMain\data_solved\14029
14030,D:\PROJECTS\Python_projects\PythonMain\data_task\14030,D:\PROJECTS\Python_projects\PythonMain\data_solved\14030
14031,D:\PROJECTS\Python_projects\PythonMain\data_task\14031,D:\PROJECTS\Python_projects\PythonMain\data_solved\14031
14032,D:\PROJECTS\Python_projects\PythonMain\data_task\14032,D:\PROJECTS\Python_projects\PythonMain\data_solved\14032
14033,D:\PROJECTS\Python_projects\PythonMain\data_task\14033,D:\PROJECTS\Python_projects\PythonMain\data_solved\14033
14034,D:\PROJECTS\Python_projects\PythonMain\data_task\14034,D:\PROJECTS\Python_projects\PythonMain\data_solved\14034
14035,D:\PROJECTS\Python_projects\PythonMain\data_task\14035,D:\PROJECTS\Python_projects\PythonMain\data_solved\14035
14036,D:\PROJECTS\Python_projects\PythonMain\data_task\14036,D:\PROJECTS\Python_projects\PythonMain\data_solved\14036
14037,D:\PROJECTS\Python_projects\PythonMain\data_task\14037,D:\PROJECTS\Python_projects\PythonMain\data_solved\14037
14038,D:\PROJECTS\Python_projects\PythonMain\data_task\14038,D:\PROJECTS\Python_projects\PythonMain\data_solved\14038
14039,D:\PROJECTS\Python_projects\PythonMain\data_task\14039,D:\PROJECTS\Python_projects\PythonMain\data_solved\14039
14040,D:\PROJECTS\Python_projects\PythonMain\data_task\14040,D:\PROJECTS\Python_projects\PythonMain\data_solved\14040
14041,D:\PROJECTS\Python_projects\PythonMain\data_task\14041,D:\PROJECTS\Python_projects\PythonMain\data_solved\14041
14042,D:\PROJECTS\Python_projects\PythonMain\data_task\14042,D:\PROJECTS\Python_projects\PythonMain\data_solved\14042
14043,D:\PROJECTS\Python_projects\PythonMain\data_task\14043,D:\PROJECTS\Python_projects\PythonMain\data_solved\14043
14044,D:\PROJECTS\Python_projects\PythonMain\data_task\14044,D:\PROJECTS\Python_projects\PythonMain\data_solved\14044
14045,D:\PROJECTS\Python_projects\PythonMain\data_task\14045,D:\PROJECTS\Python_projects\PythonMain\data_solved\14045
14046,D:\PROJECTS\Python_projects\PythonMain\data_task\14046,D:\PROJECTS\Python_projects\PythonMain\data_solved\14046
14047,D:\PROJECTS\Python_projects\PythonMain\data_task\14047,D:\PROJECTS\Python_projects\PythonMain\data_solved\14047
14048,D:\PROJECTS\Python_projects\PythonMain\data_task\14048,D:\PROJECTS\Python_projects\PythonMain\data_solved\14048
14049,D:\PROJECTS\Python_projects\PythonMain\data_task\14049,D:\PROJECTS\Python_projects\PythonMain\data_solved\14049
14050,D:\PROJECTS\Python_projects\PythonMain\data_task\14050,D:\PROJECTS\Python_projects\PythonMain\data_solved\14050
14051,D:\PROJECTS\Python_projects\PythonMain\data_task\14051,D:\PROJECTS\Python_projects\PythonMain\data_solved\14051
14052,D:\PROJECTS\Python_projects\PythonMain\data_task\14052,D:\PROJECTS\Python_projects\PythonMain\data_solved\14052
14053,D:\PROJECTS\Python_projects\PythonMain\data_task\14053,D:\PROJECTS\Python_projects\PythonMain\data_solved\14053
14054,D:\PROJECTS\Python_projects\PythonMain\data_task\14054,D:\PROJECTS\Python_projects\PythonMain\data_solved\14054
14055,D:\PROJECTS\Python_projects\PythonMain\data_task\14055,D:\PROJECTS\Python_projects\PythonMain\data_solved\14055
14056,D:\PROJECTS\Python_projects\PythonMain\data_task\14056,D:\PROJECTS\Python_projects\PythonMain\data_solved\14056
14057,D:\PROJECTS\Python_projects\PythonMain\data_task\14057,D:\PROJECTS\Python_projects\PythonMain\data_solved\14057
14058,D:\PROJECTS\Python_projects\PythonMain\data_task\14058,D:\PROJECTS\Python_projects\PythonMain\data_solved\14058
14059,D:\PROJECTS\Python_projects\PythonMain\data_task\14059,D:\PROJECTS\Python_projects\PythonMain\data_solved\14059
14060,D:\PROJECTS\Python_projects\PythonMain\data_task\14060,D:\PROJECTS\Python_projects\PythonMain\data_solved\14060
14061,D:\PROJECTS\Python_projects\PythonMain\data_task\14061,D:\PROJECTS\Python_projects\PythonMain\data_solved\14061
14062,D:\PROJECTS\Python_projects\PythonMain\data_task\14062,D:\PROJECTS\Python_projects\PythonMain\data_solved\14062
14063,D:\PROJECTS\Python_projects\PythonMain\data_task\14063,D:\PROJECTS\Python_projects\PythonMain\data_solved\14063
14064,D:\PROJECTS\Python_projects\PythonMain\data_task\14064,D:\PROJECTS\Python_projects\PythonMain\data_solved\14064
14065,D:\PROJECTS\Python_projects\PythonMain\data_task\14065,D:\PROJECTS\Python_projects\PythonMain\data_solved\14065
14066,D:\PROJECTS\Python_projects\PythonMain\data_task\14066,D:\PROJECTS\Python_projects\PythonMain\data_solved\14066
14067,D:\PROJECTS\Python_projects\PythonMain\data_task\14067,D:\PROJECTS\Python_projects\PythonMain\data_solved\14067
14068,D:\PROJECTS\Python_projects\PythonMain\data_task\14068,D:\PROJECTS\Python_projects\PythonMain\data_solved\14068
14069,D:\PROJECTS\Python_projects\PythonMain\data_task\14069,D:\PROJECTS\Python_projects\PythonMain\data_solved\14069
14070,D:\PROJECTS\Python_projects\PythonMain\data_task\14070,D:\PROJECTS\Python_projects\PythonMain\data_solved\14070
14071,D:\PROJECTS\Python_projects\PythonMain\data_task\14071,D:\PROJECTS\Python_projects\PythonMain\data_solved\14071
14072,D:\PROJECTS\Python_projects\PythonMain\data_task\14072,D:\PROJECTS\Python_projects\PythonMain\data_solved\14072
14073,D:\PROJECTS\Python_projects\PythonMain\data_task\14073,D:\PROJECTS\Python_projects\PythonMain\data_solved\14073
14074,D:\PROJECTS\Python_projects\PythonMain\data_task\14074,D:\PROJECTS\Python_projects\PythonMain\data_solved\14074
14075,D:\PROJECTS\Python_projects\PythonMain\data_task\14075,D:\PROJECTS\Python_projects\PythonMain\data_solved\14075
14076,D:\PROJECTS\Python_projects\PythonMain\data_task\14076,D:\PROJECTS\Python_projects\PythonMain\data_solved\14076
14077,D:\PROJECTS\Python_projects\PythonMain\data_task\14077,D:\PROJECTS\Python_projects\PythonMain\data_solved\14077
14078,D:\PROJECTS\Python_projects\PythonMain\data_task\14078,D:\PROJECTS\Python_projects\PythonMain\data_solved\14078
14079,D:\PROJECTS\Python_projects\PythonMain\data_task\14079,D:\PROJECTS\Python_projects\PythonMain\data_solved\14079
14080,D:\PROJECTS\Python_projects\PythonMain\data_task\14080,D:\PROJECTS\Python_projects\PythonMain\data_solved\14080
14081,D:\PROJECTS\Python_projects\PythonMain\data_task\14081,D:\PROJECTS\Python_projects\PythonMain\data_solved\14081
14082,D:\PROJECTS\Python_projects\PythonMain\data_task\14082,D:\PROJECTS\Python_projects\PythonMain\data_solved\14082
14083,D:\PROJECTS\Python_projects\PythonMain\data_task\14083,D:\PROJECTS\Python_projects\PythonMain\data_solved\14083
14084,D:\PROJECTS\Python_projects\PythonMain\data_task\14084,D:\PROJECTS\Python_projects\PythonMain\data_solved\14084
14085,D:\PROJECTS\Python_projects\PythonMain\data_task\14085,D:\PROJECTS\Python_projects\PythonMain\data_solved\14085
14086,D:\PROJECTS\Python_projects\PythonMain\data_task\14086,D:\PROJECTS\Python_projects\PythonMain\data_solved\14086
14087,D:\PROJECTS\Python_projects\PythonMain\data_task\14087,D:\PROJECTS\Python_projects\PythonMain\data_solved\14087
14088,D:\PROJECTS\Python_projects\PythonMain\data_task\14088,D:\PROJECTS\Python_projects\PythonMain\data_solved\14088
14089,D:\PROJECTS\Python_projects\PythonMain\data_task\14089,D:\PROJECTS\Python_projects\PythonMain\data_solved\14089
14090,D:\PROJECTS\Python_projects\PythonMain\data_task\14090,D:\PROJECTS\Python_projects\PythonMain\data_solved\14090
14091,D:\PROJECTS\Python_projects\PythonMain\data_task\14091,D:\PROJECTS\Python_projects\PythonMain\data_solved\14091
14092,D:\PROJECTS\Python_projects\PythonMain\data_task\14092,D:\PROJECTS\Python_projects\PythonMain\data_solved\14092
14093,D:\PROJECTS\Python_projects\PythonMain\data_task\14093,D:\PROJECTS\Python_projects\PythonMain\data_solved\14093
14094,D:\PROJECTS\Python_projects\PythonMain\data_task\14094,D:\PROJECTS\Python_projects\PythonMain\data_solved\14094
14095,D:\PROJECTS\Python_projects\PythonMain\data_task\14095,D:\PROJECTS\Python_projects\PythonMain\data_solved\14095
14096,D:\PROJECTS\Python_projects\PythonMain\data_task\14096,D:\PROJECTS\Python_projects\PythonMain\data_solved\14096
14097,D:\PROJECTS\Python_projects\PythonMain\data_task\14097,D:\PROJECTS\Python_projects\PythonMain\data_solved\14097
14098,D:\PROJECTS\Python_projects\PythonMain\data_task\14098,D:\PROJECTS\Python_projects\PythonMain\data_solved\14098
14099,D:\PROJECTS\Python_projects\PythonMain\data_task\14099,D:\PROJECTS\Python_projects\PythonMain\data_solved\14099
14100,D:\PROJECTS\Python_projects\PythonMain\data_task\14100,D:\PROJECTS\Python_projects\PythonMain\data_solved\14100
14101,D:\PROJECTS\Python_projects\PythonMain\data_task\14101,D:\PROJECTS\Python_projects\PythonMain\data_solved\14101
14102,D:\PROJECTS\Python_projects\PythonMain\data_task\14102,D:\PROJECTS\Python_projects\PythonMain\data_solved\14102
14103,D:\PROJECTS\Python_projects\PythonMain\data_task\14103,D:\PROJECTS\Python_projects\PythonMain\data_solved\14103
14104,D:\PROJECTS\Python_projects\PythonMain\data_task\14104,D:\PROJECTS\Python_projects\PythonMain\data_solved\14104
14105,D:\PROJECTS\Python_projects\PythonMain\data_task\14105,D:\PROJECTS\Python_projects\PythonMain\data_solved\14105
14106,D:\PROJECTS\Python_projects\PythonMain\data_task\14106,D:\PROJECTS\Python_projects\PythonMain\data_solved\14106
14107,D:\PROJECTS\Python_projects\PythonMain\data_task\14107,D:\PROJECTS\Python_projects\PythonMain\data_solved\14107
14108,D:\PROJECTS\Python_projects\PythonMain\data_task\14108,D:\PROJECTS\Python_projects\PythonMain\data_solved\14108
14109,D:\PROJECTS\Python_projects\PythonMain\data_task\14109,D:\PROJECTS\Python_projects\PythonMain\data_solved\14109
14110,D:\PROJECTS\Python_projects\PythonMain\data_task\14110,D:\PROJECTS\Python_projects\PythonMain\data_solved\14110
14111,D:\PROJECTS\Python_projects\PythonMain\data_task\14111,D:\PROJECTS\Python_projects\PythonMain\data_solved\14111
14112,D:\PROJECTS\Python_projects\PythonMain\data_task\14112,D:\PROJECTS\Python_projects\PythonMain\data_solved\14112
14113,D:\PROJECTS\Python_projects\PythonMain\data_task\14113,D:\PROJECTS\Python_projects\PythonMain\data_solved\14113
14114,D:\PROJECTS\Python_projects\PythonMain\data_task\14114,D:\PROJECTS\Python_projects\PythonMain\data_solved\14114
14115,D:\PROJECTS\Python_projects\PythonMain\data_task\14115,D:\PROJECTS\Python_projects\PythonMain\data_solved\14115
14116,D:\PROJECTS\Python_projects\PythonMain\data_task\14116,D:\PROJECTS\Python_projects\PythonMain\data_solved\14116
14117,D:\PROJECTS\Python_projects\PythonMain\data_task\14117,D:\PROJECTS\Python_projects\PythonMain\data_solved\14117
14118,D:\PROJECTS\Python_projects\PythonMain\data_task\14118,D:\PROJECTS\Python_projects\PythonMain\data_solved\14118
14119,D:\PROJECTS\Python_projects\PythonMain\data_task\14119,D:\PROJECTS\Python_projects\PythonMain\data_solved\14119
14120,D:\PROJECTS\Python_projects\PythonMain\data_task\14120,D:\PROJECTS\Python_projects\PythonMain\data_solved\14120
14121,D:\PROJECTS\Python_projects\PythonMain\data_task\14121,D:\PROJECTS\Python_projects\PythonMain\data_solved\14121
14122,D:\PROJECTS\Python_projects\PythonMain\data_task\14122,D:\PROJECTS\Python_projects\PythonMain\data_solved\14122
14123,D:\PROJECTS\Python_projects\PythonMain\data_task\14123,D:\PROJECTS\Python_projects\PythonMain\data_solved\14123
14124,D:\PROJECTS\Python_projects\PythonMain\data_task\14124,D:\PROJECTS\Python_projects\PythonMain\data_solved\14124
14125,D:\PROJECTS\Python_projects\PythonMain\data_task\14125,D:\PROJECTS\Python_projects\PythonMain\data_solved\14125
14126,D:\PROJECTS\Python_projects\PythonMain\data_task\14126,D:\PROJECTS\Python_projects\PythonMain\data_solved\14126
14127,D:\PROJECTS\Python_projects\PythonMain\data_task\14127,D:\PROJECTS\Python_projects\PythonMain\data_solved\14127
14128,D:\PROJECTS\Python_projects\PythonMain\data_task\14128,D:\PROJECTS\Python_projects\PythonMain\data_solved\14128
14129,D:\PROJECTS\Python_projects\PythonMain\data_task\14129,D:\PROJECTS\Python_projects\PythonMain\data_solved\14129
14130,D:\PROJECTS\Python_projects\PythonMain\data_task\14130,D:\PROJECTS\Python_projects\PythonMain\data_solved\14130
14131,D:\PROJECTS\Python_projects\PythonMain\data_task\14131,D:\PROJECTS\Python_projects\PythonMain\data_solved\14131
14132,D:\PROJECTS\Python_projects\PythonMain\data_task\14132,D:\PROJECTS\Python_projects\PythonMain\data_solved\14132
14133,D:\PROJECTS\Python_projects\PythonMain\data_task\14133,D:\PROJECTS\Python_projects\PythonMain\data_solved\14133
14134,D:\PROJECTS\Python_projects\PythonMain\data_task\14134,D:\PROJECTS\Python_projects\PythonMain\data_solved\14134
14135,D:\PROJECTS\Python_projects\PythonMain\data_task\14135,D:\PROJECTS\Python_projects\PythonMain\data_solved\14135
14136,D:\PROJECTS\Python_projects\PythonMain\data_task\14136,D:\PROJECTS\Python_projects\PythonMain\data_solved\14136
14137,D:\PROJECTS\Python_projects\PythonMain\data_task\14137,D:\PROJECTS\Python_projects\PythonMain\data_solved\14137
14138,D:\PROJECTS\Python_projects\PythonMain\data_task\14138,D:\PROJECTS\Python_projects\PythonMain\data_solved\14138
14139,D:\PROJECTS\Python_projects\PythonMain\data_task\14139,D:\PROJECTS\Python_projects\PythonMain\data_solved\14139
14140,D:\PROJECTS\Python_projects\PythonMain\data_task\14140,D:\PROJECTS\Python_projects\PythonMain\data_solved\14140
14141,D:\PROJECTS\Python_projects\PythonMain\data_task\14141,D:\PROJECTS\Python_projects\PythonMain\data_solved\14141
14142,D:\PROJECTS\Python_projects\PythonMain\data_task\14142,D:\PROJECTS\Python_projects\PythonMain\data_solved\14142
14143,D:\PROJECTS\Python_projects\PythonMain\data_task\14143,D:\PROJECTS\Python_projects\PythonMain\data_solved\14143
14144,D:\PROJECTS\Python_projects\PythonMain\data_task\14144,D:\PROJECTS\Python_projects\PythonMain\data_solved\14144
14145,D:\PROJECTS\Python_projects\PythonMain\data_task\14145,D:\PROJECTS\Python_projects\PythonMain\data_solved\14145
14146,D:\PROJECTS\Python_projects\PythonMain\data_task\14146,D:\PROJECTS\Python_projects\PythonMain\data_solved\14146
14147,D:\PROJECTS\Python_projects\PythonMain\data_task\14147,D:\PROJECTS\Python_projects\PythonMain\data_solved\14147
14148,D:\PROJECTS\Python_projects\PythonMain\data_task\14148,D:\PROJECTS\Python_projects\PythonMain\data_solved\14148
14149,D:\PROJECTS\Python_projects\PythonMain\data_task\14149,D:\PROJECTS\Python_projects\PythonMain\data_solved\14149
14150,D:\PROJECTS\Python_projects\PythonMain\data_task\14150,D:\PROJECTS\Python_projects\PythonMain\data_solved\14150
14151,D:\PROJECTS\Python_projects\PythonMain\data_task\14151,D:\PROJECTS\Python_projects\PythonMain\data_solved\14151
14152,D:\PROJECTS\Python_projects\PythonMain\data_task\14152,D:\PROJECTS\Python_projects\PythonMain\data_solved\14152
14153,D:\PROJECTS\Python_projects\PythonMain\data_task\14153,D:\PROJECTS\Python_projects\PythonMain\data_solved\14153
14154,D:\PROJECTS\Python_projects\PythonMain\data_task\14154,D:\PROJECTS\Python_projects\PythonMain\data_solved\14154
14155,D:\PROJECTS\Python_projects\PythonMain\data_task\14155,D:\PROJECTS\Python_projects\PythonMain\data_solved\14155
14156,D:\PROJECTS\Python_projects\PythonMain\data_task\14156,D:\PROJECTS\Python_projects\PythonMain\data_solved\14156
